cie_id,system_id,cycle,trigger_maintenance,trigger_shop_maintenance,trigger_usage_change,trigger_FOD,CRUISE_DTAMB,CRUISE_ALT,CRUISE_MACH,CRUISE_COMMAND,TAKEOFF_DTAMB,TAKEOFF_ALT,TAKEOFF_MACH,TAKEOFF_COMMAND,matrix_deg_CmpFan_s_mapEff_in,matrix_deg_CmpFan_s_mapWc_in,matrix_deg_CmpBst_s_mapEff_in,matrix_deg_CmpBst_s_mapWc_in,matrix_deg_CmpH_s_mapEff_in,matrix_deg_CmpH_s_mapWc_in,matrix_deg_TrbH_s_mapEff_in,matrix_deg_TrbH_s_mapWc_in,matrix_deg_TrbL_s_mapEff_in,matrix_deg_TrbL_s_mapWc_in,normal,corrosion,erosion,fouling,tip_clearance,CRUISE_DECKSMRHPC_Tout,CRUISE_DECKSMRHP_Nmech,CRUISE_DECKSMRHPC_Tin,CRUISE_DECKSMRLPT_Tin,CRUISE_DECKSMRFuel_flow,CRUISE_DECKSMRHPC_Pout_st,TAKEOFF_DECKSMRHPC_Tout,TAKEOFF_DECKSMRHP_Nmech,TAKEOFF_DECKSMRHPC_Tin,TAKEOFF_DECKSMRLPT_Tin,TAKEOFF_DECKSMRFuel_flow,TAKEOFF_DECKSMRHPC_Pout_st,deg_CmpBst_s_mapEff_in,deg_CmpBst_s_mapWc_in,deg_CmpFan_s_mapEff_in,deg_CmpFan_s_mapWc_in,deg_CmpH_s_mapEff_in,deg_CmpH_s_mapWc_in,deg_TrbH_s_mapEff_in,deg_TrbH_s_mapWc_in,deg_TrbL_s_mapEff_in,deg_TrbL_s_mapWc_in
5,11,0,False,False,False,False,9.648,34929.399958,0.798614,24997.135558,14.796,39.151136,8e-05,24968.37051,-2.123513060465088,-1.162887710084062,-0.3977622889694326,-0.6875414995821425,-8.746392165725961,-0.2422347308591928,-6.92426142360039,-0.18695056924091288,-2.5208189827235747,-0.25002471456853687,1,0.0,0.0,0.0,1.0,800.952194339975,19404.50890442809,337.3480709650097,1123.8574577776617,0.37766509436849127,1394082.9117988327,894.717953298368,20078.47094921036,386.40531003518817,1265.8036234247334,1.0287333985576257,3528604.278826995,-0.0004367871362165144,-0.00017048624954041835,5.810987365693719e-06,-8.07488574655582e-05,-0.0019488595213976944,3.3414848813506165e-05,-0.001509333677181085,-2.380472750550181e-06,-0.0004828404855494323,-9.08581174011638e-07
5,11,1,False,False,False,False,10.093,34913.781958,0.780612,24913.667995,14.602,75.07341,5.9e-05,24981.933734,-2.123513060465088,-1.162887710084062,-0.3977622889694326,-0.6875414995821425,-8.746392165725961,-0.2422347308591928,-6.92426142360039,-0.18695056924091288,-2.5208189827235747,-0.25002471456853687,1,0.0,0.0,0.0,1.0,799.0053374985094,19388.85905009214,336.3312192537837,1123.0896244649127,0.37090726527958684,1384718.0565532756,893.2394431931125,20051.939922891706,386.55290252417484,1268.3272244771522,1.0301980979058807,3524267.2577853003,-0.0006167915077260577,-0.0002872882681182572,-4.8127359192786065e-05,-0.00019664484260215384,-0.0027876190249852915,-3.127880884864063e-05,-0.002165396984741242,-1.025055188181526e-05,-0.0007418700988544517,-1.6979875489790833e-05
5,11,2,False,False,False,False,10.954,34936.483159,0.782286,25023.934303,14.93,85.926527,4e-05,25082.681513,-2.123513060465088,-1.162887710084062,-0.3977622889694326,-0.6875414995821425,-8.746392165725961,-0.2422347308591928,-6.92426142360039,-0.18695056924091288,-2.5208189827235747,-0.25002471456853687,1,0.0,0.0,0.0,1.0,802.1574074032808,19416.961336514443,337.85887671020646,1126.513671153479,0.37463728303226074,1385525.0960161327,893.3793512455055,20035.071766751782,386.6694676741677,1269.2035162158618,1.0331571383110494,3521737.914644099,-0.0007290993850546819,-0.0003382776697816885,-0.00010376066182313365,-0.00025156992388239213,-0.003183768083008102,-6.106426262912293e-05,-0.0025040658043530744,-1.702373054320827e-05,-0.0008602752911984127,-3.087046841347999e-05
5,11,3,False,False,False,False,9.415,35088.397804,0.78836,24958.702002,15.825,79.994742,6.5e-05,24958.899804,-2.123513060465088,-1.162887710084062,-0.3977622889694326,-0.6875414995821425,-8.746392165725961,-0.2422347308591928,-6.92426142360039,-0.18695056924091288,-2.5208189827235747,-0.25002471456853687,1,0.0,0.0,0.0,1.0,797.4725010958767,19370.35696805474,335.72147140604756,1123.8787966086365,0.3751072161406612,1382423.9654373538,892.6882986300012,19988.771852673068,386.396934664266,1266.2821394883176,1.023240138330535,3502546.2848421237,-0.0008172493413895346,-0.0003757654319357423,-0.00012974210896913335,-0.00030070668771859017,-0.0034922005692055056,-0.00011755602690484844,-0.0027084461604674824,-2.6311017735619582e-05,-0.0009272648276013461,-4.795919005202111e-05
5,11,4,False,False,False,False,10.141,35084.427413,0.786701,24901.772739,15.52,13.224569,3.9e-05,25088.880529,-2.123513060465088,-1.162887710084062,-0.3977622889694326,-0.6875414995821425,-8.746392165725961,-0.2422347308591928,-6.92426142360039,-0.18695056924091288,-2.5208189827235747,-0.25002471456853687,1,0.0,0.0,0.0,1.0,799.7962968973702,19364.53062662418,336.9797899402617,1128.008126460338,0.3726860399714618,1376447.2467904426,892.4904995682547,20004.66467001284,386.51962426424046,1267.4894266187453,1.0312516897170072,3518243.572320273,-0.0008757412798529918,-0.00041279166301747016,-0.00017159161189026352,-0.00034852012507827115,-0.0036614076752105483,-0.00012819474052833195,-0.002866939411562438,-4.0680163835905715e-05,-0.001003255878881634,-7.096983346896338e-05
5,11,5,False,False,False,False,10.514,35041.0671,0.780528,25011.959123,14.151,97.584875,8.6e-05,25003.996966,-2.123513060465088,-1.162887710084062,-0.3977622889694326,-0.6875414995821425,-8.746392165725961,-0.2422347308591928,-6.92426142360039,-0.18695056924091288,-2.5208189827235747,-0.25002471456853687,1,0.0,0.0,0.0,1.0,801.192083472905,19375.120016434397,336.6923973435521,1128.1252186251204,0.37223217154807037,1376628.8211933998,893.7619732884692,20026.1747723831,386.27448281418543,1271.0117281083485,1.0353892835856178,3513930.395492004,-0.0009361571536697604,-0.00046194059871188317,-0.00020016288120651326,-0.000364114201385392,-0.003832518116562416,-0.00013619326281592996,-0.003002139776568426,-5.369344909239959e-05,-0.0010626380009948948,-0.00010571700759343382
5,11,6,False,False,False,False,9.478,35049.432719,0.781201,24946.475397,14.913,33.878213,1.1e-05,25043.337918,-2.123513060465088,-1.162887710084062,-0.3977622889694326,-0.6875414995821425,-8.746392165725961,-0.2422347308591928,-6.92426142360039,-0.18695056924091288,-2.5208189827235747,-0.25002471456853687,1,0.0,0.0,0.0,1.0,797.0492840449593,19351.336534939233,335.48075573848445,1122.1734095616573,0.37571290930707485,1374624.40743267,893.9360475762426,20025.02017447673,386.6737294983514,1268.3944970777131,1.033506367235462,3521602.389676622,-0.0009725107224424705,-0.0005022876978845463,-0.00022249299132934237,-0.00039015149247726544,-0.003988349628424295,-0.00014875829234546994,-0.0031851720938022477,-6.841846836881495e-05,-0.001112526443157437,-0.00012395677301702487
5,11,7,False,False,False,False,9.131,34944.634172,0.789984,25068.522985,14.722,23.369501,3e-06,24918.58817,-2.123513060465088,-1.162887710084062,-0.3977622889694326,-0.6875414995821425,-8.746392165725961,-0.2422347308591928,-6.92426142360039,-0.18695056924091288,-2.5208189827235747,-0.25002471456853687,1,0.0,0.0,0.0,1.0,798.2911021361367,19342.55237593977,335.73887297308016,1122.2773175624916,0.3761846849729523,1385220.1553863734,893.0069192268725,20018.529681454354,386.62023522959834,1269.1240067022713,1.033936693484911,3522907.1841042135,-0.0010162439658455448,-0.000526055006130782,-0.0002815237961561287,-0.00041912801902283393,-0.0041754559956938015,-0.00016153561170054447,-0.0033098843367599107,-8.731341495007367e-05,-0.0012383942362283514,-0.00018113912409096778
5,11,8,False,False,False,False,9.574,34958.86594,0.775546,25097.438762,15.095,58.525194,2e-06,25072.109411,-2.123513060465088,-1.162887710084062,-0.3977622889694326,-0.6875414995821425,-8.746392165725961,-0.2422347308591928,-6.92426142360039,-0.18695056924091288,-2.5208189827235747,-0.25002471456853687,1,0.0,0.0,0.0,1.0,797.382820445141,19344.020735460963,335.6774619563588,1121.5594638152909,0.3772069415425735,1371662.0504176305,892.0740906599935,20017.89259749185,386.7674060882685,1270.8336366714389,1.0323527049322503,3516982.8064528485,-0.0010919471845851783,-0.0005636509107422276,-0.0002983753144379434,-0.00044873964885189634,-0.004340258801939954,-0.0001918596731091171,-0.0034689651694247243,-9.288797263845355e-05,-0.0013435593671524456,-0.00020285913433553803
5,11,9,False,False,False,False,10.886,34982.902675,0.76872,24931.085224,15.84,24.508741,1.6e-05,25092.72897,-2.123513060465088,-1.162887710084062,-0.3977622889694326,-0.6875414995821425,-8.746392165725961,-0.2422347308591928,-6.92426142360039,-0.18695056924091288,-2.5208189827235747,-0.25002471456853687,1,0.0,0.0,0.0,1.0,799.1044492612493,19360.99463456676,336.5980494497523,1125.994190763038,0.3717108047709514,1360501.9630262738,892.9930319722959,19968.071263053083,386.5840662679641,1269.36128396206,1.0233388407137622,3501025.8812906942,-0.0011925327548028054,-0.0005916932198681137,-0.0003089099943891831,-0.0004770584248742764,-0.004522857906585954,-0.00020980846287645008,-0.003602377247947394,-0.00013033608172586408,-0.0014126724564584483,-0.0002474684753124016
