cie_id,system_id,cycle,trigger_maintenance,trigger_shop_maintenance,trigger_usage_change,trigger_FOD,CRUISE_DTAMB,CRUISE_ALT,CRUISE_MACH,CRUISE_COMMAND,TAKEOFF_DTAMB,TAKEOFF_ALT,TAKEOFF_MACH,TAKEOFF_COMMAND,matrix_deg_CmpFan_s_mapEff_in,matrix_deg_CmpFan_s_mapWc_in,matrix_deg_CmpBst_s_mapEff_in,matrix_deg_CmpBst_s_mapWc_in,matrix_deg_CmpH_s_mapEff_in,matrix_deg_CmpH_s_mapWc_in,matrix_deg_TrbH_s_mapEff_in,matrix_deg_TrbH_s_mapWc_in,matrix_deg_TrbL_s_mapEff_in,matrix_deg_TrbL_s_mapWc_in,normal,corrosion,erosion,fouling,tip_clearance,CRUISE_DECKSMRHPC_Tout,CRUISE_DECKSMRHP_Nmech,CRUISE_DECKSMRHPC_Tin,CRUISE_DECKSMRLPT_Tin,CRUISE_DECKSMRFuel_flow,CRUISE_DECKSMRHPC_Pout_st,TAKEOFF_DECKSMRHPC_Tout,TAKEOFF_DECKSMRHP_Nmech,TAKEOFF_DECKSMRHPC_Tin,TAKEOFF_DECKSMRLPT_Tin,TAKEOFF_DECKSMRFuel_flow,TAKEOFF_DECKSMRHPC_Pout_st,deg_CmpBst_s_mapEff_in,deg_CmpBst_s_mapWc_in,deg_CmpFan_s_mapEff_in,deg_CmpFan_s_mapWc_in,deg_CmpH_s_mapEff_in,deg_CmpH_s_mapWc_in,deg_TrbH_s_mapEff_in,deg_TrbH_s_mapWc_in,deg_TrbL_s_mapEff_in,deg_TrbL_s_mapWc_in
5,0,0,False,False,False,False,10.845,34969.647606,0.765214,24935.746164,15.18,98.017687,5.6e-05,25036.542798,-2.301078512589839,-0.8312424315396925,-0.5836745778135927,-0.33683936090304584,-10.112599793990784,-0.5094918136667879,-6.64883860097404,-0.1269335012751281,-2.07832595928321,-0.431925941994461,1,0.0,0.0,0.0,1.0,799.7666665993372,19418.102579037175,335.9967007826371,1125.2231053198104,0.3643610089727024,1364524.1470555447,893.3090971468765,20057.766059964666,386.1872506754195,1265.0861869349558,1.0256583567481325,3523119.104554845,-0.0004515719332291689,-0.00012707734156609118,-9.381643917607367e-05,-1.3903290155509454e-05,-0.0022858737769368095,-3.832551791245116e-05,-0.0014703148421261018,-2.468654249497753e-05,-0.0003809459122816855,-1.5418687306793477e-05
5,0,1,False,False,False,False,10.748,34913.116406,0.761534,25032.783133,14.464,86.283888,4.9e-05,24939.849411,-2.301078512589839,-0.8312424315396925,-0.5836745778135927,-0.33683936090304584,-10.112599793990784,-0.5094918136667879,-6.64883860097404,-0.1269335012751281,-2.07832595928321,-0.431925941994461,1,0.0,0.0,0.0,1.0,799.4618145957537,19384.28260451851,335.57156397228425,1129.7156146048003,0.3699670718263036,1367176.0421709223,894.0137433710452,20049.17071668664,386.5297196874928,1267.069922352669,1.028055368214305,3518201.0196648017,-0.0006866251218511158,-0.00018892769078819087,-0.00017828105335093152,-3.17750081402435e-05,-0.003313956651646054,-0.00010900714380222896,-0.002101190170844447,-6.130234709919088e-05,-0.0005935379721988909,-7.835472331408479e-05
5,0,2,False,False,False,False,9.105,35034.78351,0.795363,24951.253102,14.99,28.512812,4e-05,24983.581786,-2.301078512589839,-0.8312424315396925,-0.5836745778135927,-0.33683936090304584,-10.112599793990784,-0.5094918136667879,-6.64883860097404,-0.1269335012751281,-2.07832595928321,-0.431925941994461,1,0.0,0.0,0.0,1.0,798.1795703159477,19346.71230766371,335.8880938541358,1119.452159020793,0.37330446787401167,1381137.1961671717,893.8559945660984,20042.079093793556,386.4346588426911,1268.4384284453008,1.0370586353007747,3527311.6915634554,-0.000800637962803085,-0.00022181902623094968,-0.00023017509290790755,-7.990498706139933e-05,-0.00374051952403421,-0.0001590717420442126,-0.002420760456635789,-8.054717023790284e-05,-0.0007365691545671687,-0.00012426712527127876
5,0,3,False,False,False,False,9.542,35009.903297,0.778743,24994.923486,14.584,11.262891,2.4e-05,24973.152997,-2.301078512589839,-0.8312424315396925,-0.5836745778135927,-0.33683936090304584,-10.112599793990784,-0.5094918136667879,-6.64883860097404,-0.1269335012751281,-2.07832595928321,-0.431925941994461,1,0.0,0.0,0.0,1.0,797.7456557342044,19335.51371029187,335.27190737987814,1120.4616157297787,0.37229608689264304,1382056.1174094442,894.6232365513872,20033.156878271213,386.52786365116987,1267.2739836662233,1.0335016669648034,3523504.0990867377,-0.0008793998529240364,-0.00025282384759666695,-0.00024337115497973872,-0.00010338326603970696,-0.0040214949737992995,-0.0001810121631384281,-0.0026159375728634715,-0.00011467374586321194,-0.0008227142694363949,-0.00015608473477270117
5,0,4,False,False,False,False,9.726,34998.742576,0.782047,24960.254434,14.613,49.576551,2.1e-05,25061.487243,-2.301078512589839,-0.8312424315396925,-0.5836745778135927,-0.33683936090304584,-10.112599793990784,-0.5094918136667879,-6.64883860097404,-0.1269335012751281,-2.07832595928321,-0.431925941994461,1,0.0,0.0,0.0,1.0,799.5025519421539,19353.945640353275,335.91656307928037,1125.181063387535,0.3756640167155991,1374593.5997674551,894.203839134495,20028.036831218953,386.7289566732118,1270.8956716677255,1.0319012777326255,3526501.6004226487,-0.0009635009076672985,-0.00030881500222686056,-0.00025927055044867257,-0.00011575730365977163,-0.004238810141419639,-0.0002028421314480751,-0.0027556344502093666,-0.00012556304559379063,-0.0008655163984189251,-0.00021127956879949642
5,0,5,False,False,False,False,10.349,35006.939672,0.783513,25000.481709,14.721,84.228544,3.4e-05,24917.580583,-2.301078512589839,-0.8312424315396925,-0.5836745778135927,-0.33683936090304584,-10.112599793990784,-0.5094918136667879,-6.64883860097404,-0.1269335012751281,-2.07832595928321,-0.431925941994461,1,0.0,0.0,0.0,1.0,802.0124553528515,19354.052869105963,337.1853766545896,1125.7539946294967,0.37766969263574385,1387090.8156555498,893.8979249613444,20010.50050073741,386.6149252411357,1269.739593534197,1.0349913416627008,3520684.614355474,-0.0010166592994556118,-0.0003378734443009927,-0.00029880916493070476,-0.0001796739183476177,-0.004447473555493216,-0.00029108086087122466,-0.0029191013768096854,-0.0001867500972626999,-0.0009394815750108932,-0.00022212876847254367
5,0,6,False,False,False,False,9.024,34985.301378,0.771543,25033.316289,15.192,70.537854,2.1e-05,25025.002642,-2.301078512589839,-0.8312424315396925,-0.5836745778135927,-0.33683936090304584,-10.112599793990784,-0.5094918136667879,-6.64883860097404,-0.1269335012751281,-2.07832595928321,-0.431925941994461,1,0.0,0.0,0.0,1.0,795.0544212079608,19311.718162310703,334.168478851476,1118.1833455590197,0.3686853188164617,1367622.5285717098,893.7667314727435,19992.768805416163,386.75962710920885,1273.1243407626262,1.0313416981792738,3512758.478601945,-0.0011204124887204178,-0.00037454024716516315,-0.0003132300518379436,-0.00021232971671292838,-0.004651541415262287,-0.00031174370378134805,-0.0030647754482085224,-0.00019694596601057637,-0.0009901232901914497,-0.00028350933816030714
5,0,7,False,False,False,False,10.628,35033.173463,0.783727,25092.261346,15.964,26.670867,3.5e-05,24981.44524,-2.301078512589839,-0.8312424315396925,-0.5836745778135927,-0.33683936090304584,-10.112599793990784,-0.5094918136667879,-6.64883860097404,-0.1269335012751281,-2.07832595928321,-0.431925941994461,1,0.0,0.0,0.0,1.0,803.3892636478398,19407.59856907372,337.3240758988702,1130.5109828403865,0.38263912649106085,1389758.6679609637,891.7999094538121,19986.235024486945,386.3766899071471,1269.6148970439683,1.0229379434857175,3498621.4811159126,-0.0011830546893975193,-0.00039236056459410114,-0.00035102477031293954,-0.0002306738559939224,-0.00482541555513109,-0.0003895203609701704,-0.003201928760712346,-0.000257517417657192,-0.0010444034909368172,-0.00031189578335883485
5,0,8,False,False,False,False,9.679,35095.007291,0.796825,24955.031898,15.155,61.758919,6.1e-05,25020.292577,-2.301078512589839,-0.8312424315396925,-0.5836745778135927,-0.33683936090304584,-10.112599793990784,-0.5094918136667879,-6.64883860097404,-0.1269335012751281,-2.07832595928321,-0.431925941994461,1,0.0,0.0,0.0,1.0,800.052911506751,19342.91196628428,337.1872858818004,1124.1851947015837,0.37732931986560503,1387424.9069366097,893.1177891271437,20004.994863267322,386.57485997721136,1273.9268099975768,1.0320919240872588,3517479.5965419537,-0.001227117393580959,-0.00045978531978475054,-0.00041408276895445845,-0.00024360254598399374,-0.005016642859018481,-0.0004093854508360355,-0.0033362732527648627,-0.0002772893270605231,-0.0011099047909259446,-0.0003490378258043198
5,0,9,False,False,False,False,10.44,34951.786155,0.779652,24958.027874,14.424,80.41715,1.5e-05,24980.007193,-2.301078512589839,-0.8312424315396925,-0.5836745778135927,-0.33683936090304584,-10.112599793990784,-0.5094918136667879,-6.64883860097404,-0.1269335012751281,-2.07832595928321,-0.431925941994461,1,0.0,0.0,0.0,1.0,799.999764790837,19347.421428790592,336.99329716730807,1127.3772091591002,0.36912744545769116,1376245.2767692078,894.5742148802086,20004.250557732605,386.5848611417246,1272.5734116264762,1.0344034106839348,3524842.3929669666,-0.0012802744809139953,-0.0004766144425956019,-0.0004402002760166242,-0.00027592893301354825,-0.005212340303035059,-0.00043708714157718206,-0.0034656473256704824,-0.0003226998508349465,-0.0011926425792982579,-0.00035905792344000955
